Genome ID,Antibiotic Ciprofloxacin,Measurement Value Ciprofloxacin,Resistance Phenotype Ciprofloxacin,Antibiotic Gentamicin,Measurement Value Gentamicin,Resistance Phenotype Gentamicin,Antibiotic Meropenem,Measurement Value Meropenem,Resistance Phenotype Meropenem
573.66068,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.234,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66373,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,1.0,Susceptible
573.6654,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
574.78,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
72407.268,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2647,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
72407.2276,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2376,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2787,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66083,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66311,ciprofloxacin,4.0,Resistant,gentamicin,4.0,Resistant,meropenem,16.0,Resistant
72407.2943,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2747,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,0.5,Susceptible
72407.2553,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2193,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.6627,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66476,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,0.25,Susceptible
72407.2342,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65917,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.228,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
72407.2649,ciprofloxacin,0.25,Susceptible,gentamicin,4.0,Resistant,meropenem,8.0,Resistant
72407.2812,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66414,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66255,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2556,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
72407.2269,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2231,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2242,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2831,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.69393,ciprofloxacin,1.0,Resistant,gentamicin,4.0,Resistant,meropenem,1.0,Susceptible
573.66308,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66265,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2745,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2299,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,2.0,Susceptible
72407.2515,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2222,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6607,ciprofloxacin,1.0,Resistant,gentamicin,4.0,Resistant,meropenem,4.0,Resistant
573.65965,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2824,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65957,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66436,ciprofloxacin,1.0,Resistant,gentamicin,16.0,Resistant,meropenem,0.25,Susceptible
72407.2646,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2923,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
72407.2387,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66345,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.6622,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66335,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66288,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.65991,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66072,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66392,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
574.91,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66231,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66397,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.6633,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2208,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.5375,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
573.65943,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,0.5,Susceptible
573.65925,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66061,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2911,ciprofloxacin,1.0,Resistant,gentamicin,4.0,Resistant,meropenem,0.5,Susceptible
574.98,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.67684,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2491,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,4.0,Resistant
72407.2955,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66493,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2392,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66301,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2541,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2187,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65941,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
573.66495,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.25,Susceptible
573.6631,ciprofloxacin,4.0,Resistant,gentamicin,2.0,Susceptible,meropenem,16.0,Resistant
573.6656,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2179,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2338,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66501,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2596,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2474,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2656,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2501,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2386,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.53752,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.2971,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66277,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2952,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.236,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2278,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2428,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.6629,ciprofloxacin,1.0,Resistant,gentamicin,16.0,Resistant,meropenem,0.25,Susceptible
72407.2232,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2581,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2749,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66011,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2913,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66421,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.65969,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6602,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66387,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.67675,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2317,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.66253,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66223,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66261,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66558,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2513,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65933,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2753,ciprofloxacin,0.25,Susceptible,gentamicin,4.0,Resistant,meropenem,2.0,Susceptible
574.115,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2949,ciprofloxacin,0.25,Susceptible,gentamicin,4.0,Resistant,meropenem,4.0,Resistant
72407.2543,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2234,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2601,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2761,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66325,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2737,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66409,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2874,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66474,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2594,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66307,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2539,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2364,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2674,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66433,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2409,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2368,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2714,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2571,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66284,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,0.25,Susceptible
573.66488,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.665,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66508,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2613,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.6637,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66324,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2184,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66013,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
574.77,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
573.66531,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66432,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66399,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66318,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66314,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2904,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2334,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66372,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2404,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.6597,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2719,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65916,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2858,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.265,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65956,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66499,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2192,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.8,ciprofloxacin,4.0,Resistant,gentamicin,4.0,Resistant,meropenem,4.0,Resistant
573.66018,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2324,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.66503,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66475,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66232,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2932,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2816,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2182,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66093,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2445,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66269,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66368,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2809,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2495,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2578,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2567,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66518,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66258,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2803,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
72407.2575,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2537,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2519,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2417,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66451,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2381,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,4.0,Resistant
72407.293,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
72407.25,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66507,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66052,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.65988,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.257,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2869,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65926,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,2.0,Susceptible
72407.261,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2561,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,1.0,Susceptible
72407.2253,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66286,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66384,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.65975,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.2866,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2909,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
72407.2604,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2372,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66233,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2358,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2394,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.83,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.65953,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2533,ciprofloxacin,4.0,Resistant,gentamicin,4.0,Resistant,meropenem,8.0,Resistant
573.66553,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2285,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66257,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66416,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2357,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2939,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2836,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66466,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66509,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2227,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.251,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66536,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2813,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2488,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66527,ciprofloxacin,1.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
574.92,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66243,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66079,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.2766,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
72407.2425,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
573.66431,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
574.87,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2784,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2288,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2247,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2579,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66073,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.253,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66056,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2941,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.49996,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,4.0,Resistant
72407.2518,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66026,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2814,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2237,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2554,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2219,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2284,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2366,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.50584,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,16.0,Resistant
72407.2667,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65974,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.2924,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2846,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2421,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2769,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2546,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66561,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2422,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2263,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
